id,Happiness,SalaryPerMonthEmpMix,FeeFree,SalaryPerHour,SalaryPerMonth,JobPosition,Experience,HoursPerWeekEmp,HoursSpentFree,HoursPerDayMix,DaysPerMonthMix,Genre,VideoAudioTextFree,AnalogDigitalFree,MinPerAudioFree,MinPerVideoFree,CharPerArticleFree,Comment,Medium_id,Date,Suspiciousentry,Gegendarstellung
228,3,1500,0,21.4285714285714,3428.57142857143,Chef vom Dienst (CvD),,0,0,7,10,None,keineAngabe,keineAngabe,0,0,0,"",146,2018-10-01 12:47:18+00,Ok,""
120,5,0,250,41.6666666666667,6666.66666666667,"",,0,6,0,0,Feature,text,Analog & Digital,0,0,7000,"",65,2018-09-16 10:36:59+00,Ok,""
149,8,0,850,15.1785714285714,2428.57142857143,"",,0,56,0,0,Reportage,text,Analog & Digital,0,0,20000,"",65,2018-09-19 08:49:53+00,Ok,""
130,2,0,3210,37.7647058823529,6042.35294117647,"",,0,85,0,0,Reportage,text,Analog,0,0,18000,"",72,2018-09-19 07:15:47+00,Ok,""
151,6,0,180,40,6400,"",,0,4.5,0,0,Reportage,text,Digital,0,0,6500,Stil wird bisweilen stark angepasst ohne Rückmeldung.,80,2018-09-19 08:51:19+00,Ok,""
217,9,0,400,10,1600,"",,0,40,0,0,Reportage,text,Digital,0,0,15000,"",80,2018-10-01 12:43:54+00,Ok,""
221,6,0,150,5,800,"",,0,30,0,0,Dokumentation,text,Digital,0,0,7000,"",80,2018-10-01 12:45:20+00,Ok,""
141,5,0,117,14.625,2340,"",,0,8,0,0,Wirtschaft,text,Analog & Digital,0,0,7200,"",81,2018-09-19 08:36:03+00,Ok,""
215,9,0,51,51,8160,"",,0,1,0,0,Nachricht,text,Analog & Digital,0,0,3500,"",138,2018-10-01 12:42:37+00,Ok,""
123,4,3300,0,20.625,3300,Redakteur,,40,0,0,0,None,keineAngabe,keineAngabe,0,0,0,"Tolle Kollegen. Atmosphäre zuletzt verschlechtert, das die neue Geschäftsführung der Redaktion immer mehr auflädt.",62,2018-09-16 14:21:21.538915+00,Ok,
126,9,0,2500,75.7575757575758,12121.2121212121,"",5,0,33,0,0,Feature,text,Analog,0,0,15300,"Alles bestens, kurze, direkte Kommunikation. ",68,2018-09-19 06:42:02.85696+00,Ok,
132,9,0,321,29.1818181818182,4669.09090909091,"",5,0,11,0,0,Feature,text,Analog & Digital,0,0,7900,"",73,2018-09-19 07:20:55.917601+00,Ok,
137,9,0,800,48.4848484848485,7757.57575757576,"",5,0,16.5,0,0,Reportage,text,Analog & Digital,0,0,11800,Sehr nette Redaktion. Überarbeitung bisweilen ein wenig aufwendig.,78,2018-09-19 08:20:37.320405+00,Ok,
142,5,0,150,150,24000,"",5,0,1,0,0,Reportage,text,,0,0,8000,"Text plus Fotos für eine Reisereportage (Mehrfachverwertung), Zeilenhonorar 40 Cent",83,2018-09-19 08:37:29.013143+00,Ok,
155,6,0,300,35.2941176470588,5647.05882352941,"",3,0,8.5,0,0,Reportage,text,Analog & Digital,0,0,9000,"Bezahlung nicht so atemberaubend, wenn man Zeitaufwand mit Besuch vor Ort etc. berücksichtigt. Laut Redaktion wird angeblich immer nur 1€/Zeile vergütet. Kein Extra für Online. Verhandlung nahezu unmöglich ohne entsprechend Glanz und Gloria. ",94,2018-09-19 08:57:46.61068+00,Ok,
166,9,0,642,16.05,2568,"",5,0,40,0,0,Bericht,text,Analog,0,0,12000,Gute Zusammenarbeit. Redigierte Version nochmal vorgelegt bekommen. Sehr rasche Zahlung. ,78,2018-09-19 10:39:13.157273+00,Ok,
171,6,0,324,11.5714285714286,1851.42857142857,"",5,0,28,0,0,Bericht,text,Analog,0,0,10500,Nette Redaktion. Abnahme und Zahlung ziehen sich allerdings.,103,2018-09-19 10:54:48.540633+00,Ok,
176,5,0,1000,62.5,10000,"",5,0,16,0,0,"",text,Analog,0,0,10000,"",107,2018-09-21 09:33:10.289275+00,Ok,
178,7,0,260,34.6666666666667,5546.66666666667,"",5,0,7.5,0,0,"",text,Analog,0,0,2000,"",108,2018-09-21 09:35:24.298204+00,Ok,
187,5,0,80,40,6400,"",5,0,2,0,0,Sport,text,Analog,0,0,4000,"",117,2018-09-24 00:28:34.788662+00,Ok,
189,9,0,278,19.8571428571429,3177.14285714286,"",5,0,14,0,0,Feature,text,Analog & Digital,0,0,7800,"Wenig Geld, aber auch keine Rückfragen o.ä.",119,2018-09-25 09:23:29.838846+00,Ok,
192,6,0,300,46.1538461538462,7384.61538461538,"",3,0,6.5,0,0,"",text,Analog & Digital,0,0,6500,"Leider können hier keine Honorarspannen eingetragen werden.  Beim Journal ist von 15 bis weit über 1,000 Euro alles möglich. Je nach Format und Umfang. Je nerviger die Aufgabe, umso schlechter allerdings. Zahlung spät, erst 1-2 Monate nach VÖ.",121,2018-09-26 07:32:20.008081+00,Ok,
196,9,0,375,16.6666666666667,2666.66666666667,"",5,0,22.5,0,0,Essay,text,Analog & Digital,0,0,6100,"",123,2018-09-29 12:10:02.777187+00,Ok,
201,2,2000,0,25,4000,Redakteur,None,0,0,8,10,None,keineAngabe,keineAngabe,0,0,0,"Gute Bezahlung, aber sehr, sehr stressiger Job. Atmosphäre war zeitweise sehr mies. ",126,2018-09-30 17:23:41.899262+00,Ok,
202,8,0,860,11.9444444444444,1911.11111111111,"",5,0,72,0,0,Feature,text,Analog & Digital,0,0,8500,"Nette Zusammenarbeit, Reisekosten übernommen, Honorar aber erst nach VÖ (zwei Monate nach Abgabe) bezahlt",127,2018-09-30 22:38:51.321049+00,Ok,
203,2,0,350,4.66666666666667,746.666666666667,"",5,0,75,0,0,Reportage,text,Analog & Digital,0,0,8000,"Renommiertes Medium, aber nur Zeilengeld, ständiger Kampf um Spesen. Nur empfehlenswert, um die SZ im Portfolio zu haben.",128,2018-09-30 22:40:59.492307+00,Ok,
121,6,2000,0,12.5,2000,Redakteur,,40,0,0,0,None,keineAngabe,keineAngabe,0,0,0,"",62,2018-09-16 14:18:25+00,Ok,""
122,6,2500,0,15.625,2500,Redakteur,,40,0,0,0,None,keineAngabe,keineAngabe,0,0,0,"",62,2018-09-16 14:19:34+00,Ok,""
125,5,0,250,31.25,5000,"",,0,8,0,0,,text,Digital,0,0,5000,"",67,2018-09-17 08:55:44+00,Ok,""
164,9,0,321,10.7,1712,"",,0,30,0,0,Bericht,text,Digital,0,0,11000,Gewissenhaft redigiert. Redigierte Fassung nochmal vorgelegt. Anmerkungen berücksichtigt. Unkompliziert und nett. Zahlung relativ schnell (10 Tage).,80,2018-09-19 10:33:57+00,Ok,""
191,7,0,100,33.3333333333333,5333.33333333333,"",,0,3,0,0,Kritik,text,Analog & Digital,0,0,5300,"Mindestzeilenhonorar liegt bei mageren 45 ct., für aufwändigere Formate und Ressorts gibt es aber durchaus mehr. Allerdings schwierig vorhersehbar.",81,2018-09-26 07:26:25+00,Ok,""
184,9,0,1600,36.7816091954023,5885.05747126437,"",,0,43.5,0,0,Reportage,text,Analog,0,0,12400,"",114,2018-09-21 13:16:39+00,Ok,""
198,7,0,200,33.3333333333333,5333.33333333333,"",,0,6,0,0,Kritik,text,Analog,0,0,8000,"Angenehme, freundliche Redakteurin, bekomme den Text rechtzeitig als PDF zugeschickt und kann ihn gegenlesen. Keine unangemessenen Eingriffe. Bezahlung erfolgt etwas spät, aber dann zuverlässig (das war vor einigen Jahren anders).",124,2018-09-30 05:39:37+00,Ok,""
199,7,0,30,30,4800,"",,0,1,0,0,Kritik,text,,0,0,1300,"",125,2018-09-30 06:03:24+00,Ok,""
210,9,0,1000,60.6060606060606,9696.9696969697,"",,0,16.5,0,0,Interview,text,Analog & Digital,0,0,10000,"",134,2018-10-01 12:40:04+00,Ok,""
124,8,4360,0,27.25,4360,Redakteur,3,40,0,0,0,None,keineAngabe,keineAngabe,0,0,0,"",66,2018-09-16 14:31:31.720053+00,Ok,
127,4,0,909,37.875,6060,"",5,0,24,0,0,Reportage,text,Analog,0,0,10000,"",69,2018-09-19 07:05:08.935637+00,Ok,
133,6,0,1200,38.7096774193548,6193.54838709677,"",5,0,31,0,0,Essay,text,Analog,0,0,12400,"Sehr genaue Redigatur, die mich auch als Autor voranbringt; zwischen Abgabe und Abdruck liegen mitunter einige Monate, aber überwiesen werden kann schon vorher. ",74,2018-09-19 08:02:49.996432+00,Ok,
138,7,0,4000,49.6894409937888,7950.31055900621,"",,0,80.5,0,0,Reportage,text,Analog,0,0,20000,"Sehr lange Vorplanung, eher langsam mahlende Mühlen in der Redaktion. Aber durchweg sehr nette KollegInnen, mit denen man gut arbeiten kann.",72,2018-09-19 08:27:50.229846+00,Ok,
145,5,0,168,14,2240,"",,0,12,0,0,Politik,text,Analog & Digital,0,0,6000,Kommunikation schwierig,87,2018-09-19 08:41:09.839542+00,Ok,
157,9,0,750,60,9600,"",5,0,12.5,0,0,Bericht,text,Digital,0,0,12000,Sehr nette Redaktion. Wenig Aufwand mit Korrekturschleifen.,95,2018-09-19 09:00:10.62147+00,Ok,
158,6,0,94,18.8,3008,"",5,0,5,0,0,Lokales,text,Analog,0,0,5900,"Veröffentlichung erfolgt erst spät und ungewiss, aber erfolgt immer. Fahrtkosten werden bei Auftrag erstattet, bei eigenen Angeboten nicht.",86,2018-09-19 09:01:24.742056+00,Ok,
165,7,0,312,22.2857142857143,3565.71428571429,"",5,0,14,0,0,Bericht,text,Analog,0,0,7000,Unkompliziert bei Beauftragung und Abnahme sowie Zweitverwertung. Zahlung dauert allerdings etwas. ,98,2018-09-19 10:36:52.098222+00,Ok,
172,6,0,427,10.675,1708,"",5,0,40,0,0,Bericht,text,Analog,0,0,13000,Nette Redaktion. Abnahme unkompliziert. Schnelle Zahlung. Aber unberechtigte Mehrfachnutzung und Nutzungsrechteweitergabe.,98,2018-09-19 10:58:18.024296+00,Ok,
173,7,0,321,26.75,4280,"",5,0,12,0,0,Interview,text,Analog,0,0,6500,"",104,2018-09-19 11:00:03.552395+00,Ok,
179,4,0,450,24.3243243243243,3891.89189189189,"",5,0,18.5,0,0,"",text,Analog,0,0,7500,Das Honorar kommt generell sehr spät.,109,2018-09-21 09:37:13.871878+00,Ok,
186,7,0,1000,26.3157894736842,4210.52631578947,"",5,0,38,0,0,Feature,text,Analog,0,0,12000,"",116,2018-09-22 13:49:18.665331+00,Ok,
190,8,0,856,53.5,8560,"",5,0,16,0,0,Feature,text,Digital,0,0,4000,"Super Honorar, nette Redaktion.",120,2018-09-25 09:43:25.731741+00,Ok,
211,7,0,120,24,3840,"",5,0,5,0,0,Kritik,text,Analog & Digital,0,0,3900,Gute Kommunikation mit dem Kulturchef. Andere Redakteure sind schwieriger ,135,2018-10-01 12:40:36.960394+00,Ok,
232,8,0,600,60,9600,"",5,0,10,0,0,"",text,Analog,0,0,4500,"",150,2018-10-01 12:48:22.966263+00,Ok,
236,8,600,0,11.1111111111111,1777.77777777778,"",3,0,0,9,6,None,keineAngabe,keineAngabe,0,0,0,"",153,2018-10-01 12:49:21.981309+00,Ok,
237,7,0,290,29,4640,"",3,0,10,0,0,Feature,text,Analog & Digital,0,0,6500,"faire, unkomplizierte Zusammenarbeit",128,2018-10-01 12:49:27.720733+00,Ok,
238,8,0,400,50,8000,"",5,0,8,0,0,"",text,Analog,0,0,4000,"",154,2018-10-01 12:50:27.10017+00,Ok,
239,2,0,450,11.25,1800,"",0,0,40,0,0,Reportage,text,Digital,0,0,12000,"",155,2018-10-01 12:50:27.967711+00,Ok,
242,4,2000,0,25,4000,Redakteur,0,0,0,8,10,None,keineAngabe,keineAngabe,0,0,0,"",156,2018-10-01 12:51:47.423644+00,Ok,
241,6,0,500,15.625,2500,"",,0,32,0,0,Feature,text,Analog & Digital,0,0,10000,"",76,2018-10-01 12:51:30+00,Ok,""
117,6,3475,0,21.71875,3475,Chef vom Dienst (CvD),,40,0,0,0,None,keineAngabe,keineAngabe,0,0,0,"",62,2018-09-16 10:32:23+00,Ok,""
197,5,3000,0,23.4375,3750,Redakteur,,32,0,0,0,None,keineAngabe,keineAngabe,0,0,0,"",62,2018-09-29 13:06:19+00,Ok,""
118,7,0,600,30,4800,"",,0,20,0,0,Bericht,text,Digital,0,0,7000,"",63,2018-09-16 10:34:16+00,Ok,""
177,5,0,250,31.25,5000,"",,0,8,0,0,,text,Digital,0,0,5000,"",67,2018-09-21 09:34:33+00,Ok,""
204,5,0,400,8.33333333333333,1333.33333333333,"",,0,48,0,0,Reportage,text,Digital,0,0,5500,"Pauschale für Text und Fotogalerie; zahlreiche Sonderwünsche nach Textabgabe (""Kannst du nicht noch eine Stimme von XY einholen...?"")",67,2018-09-30 22:44:15+00,Ok,""
212,7,0,500,14.0845070422535,2253.52112676056,"",,0,35.5,0,0,Reportage,text,Analog & Digital,0,0,14100,"",81,2018-10-01 12:41:32+00,Ok,""
160,8,0,2500,53.1914893617021,8510.63829787234,"",,0,47,0,0,Reportage,text,Analog,0,0,20000,"Teils sehr aufwendig, etwas anzubieten. Aber wenn es dann klappt, ist es paradiesisch. Wo sonst gibt es so viel Platz für Reportagen?",97,2018-09-19 09:05:07+00,Ok,""
193,5,0,70,8.75,1400,"",,0,8,0,0,Feature,text,Analog,0,0,6000,"spex berechnet nicht nach Zeichen, sondern Wort: Bisschen über 1 Cent (!). Angeblich keine Abweichung möglich. Verantwortlich ist das beschissene Piranha-Medienhaus im Hintergrund. Schade, denn die Redaktion ist toll.",122,2018-09-26 07:36:56+00,Ok,""
243,3,0,100,4.54545454545455,727.272727272727,"",5,0,22,0,0,Technik,text,Analog,0,0,9000,"Habe den Text ungefragt eingereicht. Kam gut an, aber es sollte nur ein Minimalhonorar gezahlt werden.",157,2018-10-01 12:52:03.604924+00,Ok,
245,5,0,450,45,7200,"",3,0,10,0,0,Feature,text,Analog,0,0,5000,"Recht großer Aufwand, weil die Redaktion intensiv redigiert und um Nacharbeit bittet (eine Erfahrung, die auch andere Autoren machen)",158,2018-10-01 12:53:14.529911+00,Ok,
247,7,0,228,13.4117647058824,2145.88235294118,"",5,0,17,0,0,"",audio,Analog & Digital,5,0,0,"",160,2018-10-01 12:54:50.975485+00,Ok,
248,6,0,300,21.4285714285714,3428.57142857143,"",3,0,14,0,0,Porträt + Fotos,text,,0,0,5000,"",161,2018-10-01 12:55:52.626498+00,Ok,
249,8,0,750,30,4800,"",3,0,25,0,0,Wissenschaftsfeature,text,Digital,0,0,12000,"",95,2018-10-01 12:56:00.087223+00,Ok,
251,7,0,103,22.8888888888889,3662.22222222222,"",5,0,4.5,0,0,Bericht,text,Analog,0,0,3600,"freundlicher, loser Kontakt zur Redaktion, pünktliche Bezahlung",163,2018-10-01 12:56:48.562857+00,Ok,
252,9,0,400,16,2560,"",5,0,25,0,0,Reportage,text,Analog & Digital,0,0,16000,"sehr nette, wertschätzende Zusammenarbeit, Texte durch behutsames Redigieren hinterher besser als vorher",164,2018-10-01 12:57:05.661305+00,Ok,
253,7,0,110,3.4375,550,"",5,0,32,0,0,Theater,text,Analog,0,0,8000,"",159,2018-10-01 12:58:07.768655+00,Ok,
254,4,0,220,10,1600,"",5,0,22,0,0,Kultur,audio,Analog,4,0,0,"",165,2018-10-01 12:58:15.349279+00,Ok,
255,8,0,1400,24.7787610619469,3964.6017699115,"",,0,56.5,0,0,Reportage,text,Analog & Digital,0,0,15000,"viele Redakteure reden (manchmal zu viel) mit, lassen aber eigenverantwortlich überarbeiten, Ergebnis immer glücklich",76,2018-10-01 12:58:27+00,Ok,""
246,7,0,120,10,1600,"",3,0,12,0,0,"",text,Analog,0,0,10000,"",159,2018-10-01 12:53:55.598698+00,Ok,
250,7,0,346,19.2222222222222,3075.55555555556,"",5,0,18,0,0,Kultur,audio,Analog & Digital,4.5,0,0,"",162,2018-10-01 12:56:31.539104+00,Ok,
256,8,0,250,41.6666666666667,6666.66666666667,"",5,0,6,0,0,Protokoll,text,Analog,0,0,4000,"",166,2018-10-01 12:59:26.435655+00,Ok,
257,9,0,4000,50,8000,"",5,0,80,0,0,Dossier,text,Analog,0,0,20000,"Klare Absprachen und Deadlines, angenehme Korrekturschleife, gutes Briefing, klare Ansprechpartnerin auf Redaktionsseite. Bei kürzeren Einzelbeiträgen für Dossiers ist das Honorar anteilig. ",167,2018-10-01 12:59:29.457354+00,Ok,
258,6,0,500,16.1290322580645,2580.64516129032,"",3,0,31,0,0,Reportage,text,Analog & Digital,0,0,12100,"Honorar für Zweitverwertungen voll okay, für Originale naja, angenehme Zusammenarbeit, leider kaum Geld für Fotografen da",128,2018-10-01 13:00:06.724795+00,Ok,
259,9,0,535,48.6363636363636,7781.81818181818,"",5,0,11,0,0,Feature,text,,0,0,4000,"",168,2018-10-01 13:01:11.101291+00,Ok,
260,7,0,250,12.1951219512195,1951.21951219512,"",5,0,20.5,0,0,Reportage,text,Analog,0,0,7500,"",128,2018-10-01 13:01:17.638811+00,Ok,
261,7,0,1000,29.4117647058824,4705.88235294118,"",3,0,34,0,0,Reportage,text,Analog & Digital,0,0,15000,"Kommunikation träge, Redaktion nett",169,2018-10-01 13:01:36.638311+00,Ok,
263,9,0,800,33.3333333333333,5333.33333333333,"",5,0,24,0,0,Porträt/Reportage,text,Analog,0,0,6000,"Redakteurin ist eine tolle Sparringspartnerin, schnelle Reaktion auf Themenvorschläge, kollegiale Umsetzung, Kritik wird sachlich und nachvollziehbar geäußert",171,2018-10-01 13:01:43.850294+00,Ok,
264,4,0,140,5.95744680851064,953.191489361702,"",5,0,23.5,0,0,Reportage,text,Analog & Digital,0,0,6900,"nette Betreuung, mieses Honorar",172,2018-10-01 13:02:46.560602+00,Ok,
265,9,0,100,25,4000,"",5,0,4,0,0,Interview,text,,0,0,3100,"",128,2018-10-01 13:03:01.829059+00,Ok,
266,7,0,1000,18.6915887850467,2990.65420560748,"",3,0,53.5,0,0,Feature,text,Analog,0,0,10000,"nette Zusammenarbeit, Honorar in Anbetracht der Überarbeitungswünsche etwas knapp",173,2018-10-01 13:03:10.900485+00,Ok,
267,6,0,2000,25,4000,"",5,0,80,0,0,Titelgeschichte mit mehreren Elementen,text,,0,0,15000,"Langjährige gute Zusammenarbeit mit Redakteuren, Honorarniveau okay, Führungsspitze seit neuestem nicht mehr mit Journalisten, sondern mit Kaufleuten besetzt, von daher leider sinkende Rückendeckung und wenig Verständnis für journalistische Denke",174,2018-10-01 13:04:03.278866+00,Ok,
268,6,0,150,50,8000,"",3,0,3,0,0,Kritik,text,Analog & Digital,0,0,2200,Rückmeldung schleppend. Zahlung und Belegexemplar unaufgefordert und schnell.,175,2018-10-01 13:04:50.194732+00,Ok,
270,8,0,800,29.0909090909091,4654.54545454545,"",5,0,27.5,0,0,Reportage,text,,0,0,12000,sehr netter Kontakt und wertschätzender Umgang,176,2018-10-01 13:08:25.024237+00,Ok,
271,8,0,800,33.3333333333333,5333.33333333333,"",5,0,24,0,0,Ber,text,,0,0,10600,"",116,2018-10-01 13:09:43.426407+00,Ok,
272,8,0,250,20.8333333333333,3333.33333333333,"",5,0,12,0,0,Analysen / Berichte,text,Analog & Digital,0,0,5600,"Der Austausch mit der Redaktion verläuft einwandfrei
",128,2018-10-01 13:14:10.505948+00,Ok,
273,9,0,1800,25.7142857142857,4114.28571428571,"",3,0,70,0,0,Reportage,text,Analog,0,0,18000,"Korrekturschleifen sind hart, aber gut. Der Text wird tatsächlich einfach besser - und das rechtfertigt die Mehrarbeit.",70,2018-10-01 13:20:59.037123+00,Ok,
274,7,0,800,40,6400,"",5,0,20,0,0,"",text,Analog,0,0,8000,"",177,2018-10-01 13:23:22.927476+00,Ok,
275,8,0,400,12.5,2000,"",3,0,32,0,0,Interview,text,Digital,0,0,14000,"",178,2018-10-01 13:23:51.690698+00,Ok,
276,7,1148,0,14.35,2296,studentische Hilfskraft,,20,0,0,0,None,keineAngabe,keineAngabe,0,0,0,Die Kollegen sind sehr nett. Die vorgesetzte Person fördert die Mitarbeiter leider nicht. ,179,2018-10-01 13:28:15.031493+00,Ok,
277,5,0,1605,32.1,5136,"",5,0,50,0,0,Wissenschaft,text,Digital,0,0,13100,Vorsicht mit Themen! Redaktion gibt Deine Vorschläge schon mal an andere weiter und weiß danach von nichts.,92,2018-10-01 13:30:28.404559+00,Ok,
279,4,0,800,53.3333333333333,8533.33333333333,"",5,0,15,0,0,Fachzeitschrift,text,Analog & Digital,0,0,7500,"",181,2018-10-01 13:39:14.506469+00,Ok,
280,6,0,150,6.25,1000,"",0,0,24,0,0,Bericht,text,Digital,0,0,6000,Konstruktives Feedback,113,2018-10-01 13:40:34.10696+00,Ok,
281,6,0,145,58,9280,"",5,0,2.5,0,0,Fachzeitschrift,text,Analog,0,0,5000,"",182,2018-10-01 13:41:30.703462+00,Ok,
282,6,0,1703,21.2875,3406,"",5,0,80,0,0,Wissenschaft,audio,Analog & Digital,28.5,0,0,"",183,2018-10-01 13:43:41.139284+00,Ok,
283,6,0,1300,13.9784946236559,2236.55913978495,"",0,0,93,0,0,Bericht,text,Analog & Digital,0,0,13000,"",184,2018-10-01 13:44:11.676777+00,Ok,
244,8,0,1300,23.4234234234234,3747.74774774775,"",,0,55.5,0,0,Reportage,text,Analog & Digital,0,0,20000,"gute Zusammenarbeit, zum Teil liegen Texte lange, Bezahlung erst nach Druck, Auslagen können vorher abgerechnet werden",76,2018-10-01 12:52:36+00,Ok,""
262,7,0,250,27.7777777777778,4444.44444444444,"",,0,9,0,0,Meldungen,keineAngabe,keineAngabe,0,0,4500,"",170,2018-10-01 13:01:39+00,Ok,""
285,5,0,400,4.49438202247191,719.101123595506,"",0,0,89,0,0,Bericht,text,Digital,0,0,15000,"- lange Korrekturschleifen
+ konstruktives Feedback",186,2018-10-01 13:48:24.032523+00,Ok,
286,6,0,93,31,4960,"",5,0,3,0,0,Technik,text,Analog & Digital,0,0,1000,"",158,2018-10-01 13:50:29.213746+00,Ok,
288,9,0,3700,37,5920,"",5,0,100,0,0,Feature,audio,Analog & Digital,57.5,0,0,"Der Arbeitsaufwand für ein 55 min Feature ist brutto ein halbes Jahr, netto 100 Stunden. In der Regel wird ein Feature einmal wiederholt, und zum ursprünglichen Honorar von 3300 bis 4000 je nach Redaktion, kommen 1500 dazu; plus VG Wort: 200 -1000.",187,2018-10-01 13:53:21.917739+00,Ok,
290,6,0,250,13.8888888888889,2222.22222222222,"",0,0,18,0,0,Reportage,text,Analog & Digital,0,0,7500,"",189,2018-10-01 13:54:33.7053+00,Ok,
292,9,0,1400,35,5600,"",5,0,40,0,0,"",audio,Analog & Digital,26,0,0,Camino-Redaktion: Sehr freundliche Arbeitsatmosphäre. ,190,2018-10-01 13:59:00.310872+00,Ok,
293,6,0,301,4.77777777777778,764.444444444444,"",0,0,63,0,0,Feature,text,Analog & Digital,0,0,7700,"",128,2018-10-01 13:59:18.010259+00,Ok,
294,4,0,150,13.6363636363636,2181.81818181818,"",5,0,11,0,0,Gesellschaft / Religion,text,Digital,0,0,5000,"Übernahmen keine Spesen (unter zehn Euro) mit dem Argument, es sei vorher nicht abgesprochen gewesen. ",191,2018-10-01 14:01:23.607814+00,Ok,
297,7,0,400,26.6666666666667,4266.66666666667,"",5,0,15,0,0,Gesellschaft,text,Analog,0,0,8000,Der Kontakt ist nett und unkompliziert. Die Redaktion nimmt in manchen Fällen auch Bildmaterial.,193,2018-10-01 14:06:47.767161+00,Ok,
298,7,0,480,38.4,6144,"",5,0,12.5,0,0,Gesellschaft,text,Analog & Digital,0,0,6500,Netter Kontakt. Offen für Bildmaterial. ,194,2018-10-01 14:09:20.08372+00,Ok,
300,7,0,380,23.75,3800,"",5,0,16,0,0,Geschichte,text,Analog & Digital,0,0,4000,Sehr freundlicher Kontakt. ,195,2018-10-01 14:10:36.604549+00,Ok,
301,8,0,400,24.2424242424242,3878.78787878788,"",5,0,16.5,0,0,Gesellschaft/Politik,text,Analog & Digital,0,0,8000,Sehr freundlicher Kontakt mit Redaktion.,196,2018-10-01 14:12:57.9233+00,Ok,
302,8,0,1500,75,12000,"",3,0,20,0,0,"Gesundheit, Psychologie",text,Analog,0,0,12000,"",184,2018-10-01 14:21:01.243701+00,Ok,
304,5,0,500,26.3157894736842,4210.52631578947,"",3,0,19,0,0,"Gesundheit, Psychologie",text,Analog & Digital,0,0,10000,"",197,2018-10-01 14:23:36.804834+00,Ok,
305,8,2680,0,19.1428571428571,3062.85714285714,Pauschalist,0,0,0,7,20,None,keineAngabe,keineAngabe,0,0,0,"Sehr kollegialer Umgang, allerdings kaum Möglichkeiten auf Übernahme in ein festes Beschäftigungsverhältnis trotz Personalmangels.",198,2018-10-01 14:25:28.412067+00,Ok,
308,8,0,750,51.7241379310345,8275.86206896552,"",3,0,14.5,0,0,Gesundheit,text,Analog,0,0,5000,"",201,2018-10-01 14:27:31.550465+00,Ok,
309,6,0,300,15.3846153846154,2461.53846153846,"",3,0,19.5,0,0,Wissenschaft,text,Analog & Digital,0,0,8000,"",128,2018-10-01 14:28:34.950697+00,Ok,
310,8,0,450,28.125,4500,"",0,0,16,0,0,Wirtschaft,text,Analog & Digital,0,0,11000,"Professioneller Umgang und Bezahlung nach Tarif, allerdings wurde neben Text nur ein Foto bezahlt, aber zwei genommen.",128,2018-10-01 14:28:36.306004+00,Ok,
311,7,0,225,15.5172413793103,2482.75862068966,"",3,0,14.5,0,0,Wissenschaft,text,Analog & Digital,0,0,8000,"",202,2018-10-01 14:29:32.052195+00,Ok,
313,6,0,350,14.5833333333333,2333.33333333333,"",0,0,24,0,0,Erfahrungsbericht,text,Digital,0,0,7900,"Schnelle Veröffentlichung, aber geringe Bezahlung und erst nach Zahlungserinnerung",204,2018-10-01 14:31:44.384488+00,Ok,
295,3,0,80,20,3200,"",,0,4,0,0,Wissenschaft,text,Analog & Digital,0,0,1000,"",65,2018-10-01 14:01:56+00,Ok,""
291,2,0,214,5.35,856,"",,0,40,0,0,Wissenschaft,text,Digital,0,0,7500,Vorsicht vor Teasern der Redaktion. Da bauen die gerne Hypes und Fehler ein. Unbedingt Gegenlesen verlangen.,67,2018-10-01 13:58:21+00,Ok,""
303,5,0,250,15.625,2500,"",,0,16,0,0,"Wissenschaft, Gesundheit",text,Digital,0,0,4600,"",67,2018-10-01 14:21:53+00,Ok,""
287,2,0,100,3.92156862745098,627.450980392157,"",,0,25.5,0,0,Wissenschaft,text,Digital,0,0,6000,"",80,2018-10-01 13:52:49+00,Ok,""
299,6,0,220,13.75,2200,"",,0,16,0,0,Reportage,text,Analog & Digital,0,0,6600,"",81,2018-10-01 14:09:44+00,Ok,""
289,7,0,76,9.5,1520,"",,0,8,0,0,Feature,text,Analog & Digital,0,0,4700,"Sehr nette Zusammenarbeit, aber 1,02 Euro pro Agentur-Zeile a 69 Zeichen (Stand 2016)",188,2018-10-01 13:53:50+00,Ok,""
284,7,120,0,15,2400,Redakteur,,0,0,8,1,None,keineAngabe,keineAngabe,0,0,0,"Arbeitsumstände sind gut, aber die Bezahlung als Freier natürlich mau.",185,2018-10-01 13:47:20+00,Ok,""
296,7,0,60,20,3200,"",,0,3,0,0,Kultur/Literatur,text,Analog,0,0,1500,"",192,2018-10-01 14:04:37+00,Ok,""
315,7,5500,0,39.2857142857143,6285.71428571429,Chefredakteur,0,0,0,7,20,None,keineAngabe,keineAngabe,0,0,0,"",206,2018-10-01 14:42:54.100382+00,Ok,
316,7,0,220,36.6666666666667,5866.66666666667,"",5,0,6,0,0,Feature,text,Digital,0,0,4500,"",207,2018-10-01 14:47:56.629351+00,Ok,
317,6,0,1100,55,8800,"",5,0,20,0,0,Reportage,text,Analog,0,0,10000,"Der Merian verlangt vor-gedocte Texte. Heißt: Man muss den Text mit detaillierten Belegen für die richtige Dok aufbereiten. D.h. du gibst Belege an, Links, etc. die jede deiner Aussagen stützen. Muss in einem extra Text-doc abgegeben werden.",208,2018-10-01 14:54:14.636393+00,Ok,
